"song_popularity","danceability","energy","acousticness","es_instrumental"
8,0.572,0.754,0.0949,0
73,0.21,0.94,0.00602,0
42,0.67,0.894,0.0205,0
11,0.891,0.811,0.00508,0
32,0.944,0.508,0.00276,1
71,0.652,0.76,0.0593,1
50,0.777,0.491,0.681,0
38,0.476,0.237,0.955,0
26,0.571,0.841,0.00582,0
79,0.902,0.77,0.00249,0
19,0.368,0.928,0.00125,0
67,0.567,0.548,0.0263,0
0,0.834,0.824,0.00361,0
23,0.805,0.0429,0.992,1
45,0.514,0.413,0.497,1
33,0.695,0.733,0.0339,0
94,0.542,0.412,0.0164,0
29,0.794,0.273,0.698,0
65,0.696,0.21,0.84,0
66,0.715,0.811,0.0125,0
58,0.742,0.661,0.636,0
61,0.508,0.571,0.453,0
43,0.586,0.438,0.403,0
59,0.435,0.651,0.00111,1
40,0.604,0.835,0.13,0
0,0.648,0.476,0.00327,0
74,0.716,0.884,0.282,0
76,0.662,0.759,0.114,0
86,0.792,0.56,0.125,0
75,0.776,0.763,0.182,0
21,0.89,0.754,0.00151,0
75,0.9,0.654,0.371,0
66,0.849,0.187,0.942,0
57,0.691,0.548,0.404,0
56,0.732,0.992,0.116,0
0,0.602,0.873,0.000361,0
75,0.661,0.908,0.052,0
61,0.0812,0.00264,0.994,1
37,0.343,0.878,0.188,0
73,0.75,0.651,0.00759,0
76,0.548,0.221,0.938,0
52,0.561,0.764,0.373,0
60,0.78,0.57,0.0618,0
77,0.828,0.709,0.381,0
1,0.731,0.826,0.238,0
80,0.727,0.538,0.144,0
82,0.524,0.364,0.808,0
79,0.657,0.301,0.872,0
60,0.712,0.623,0.0467,0
32,0.688,0.803,0.0204,0
22,0.601,0.834,0.134,1
43,0.698,0.314,0.444,1
62,0.607,0.743,0.00348,0
65,0.518,0.938,0.021,0
73,0.565,0.645,0.282,0
49,0.664,0.838,0.0866,1
24,0.349,0.732,0.00872,0
61,0.66,0.425,0.735,0
50,0.815,0.156,0.662,0
57,0.598,0.893,0.0203,0
28,0.65,0.792,0.00321,0
58,0.449,0.933,0.00306,0
70,0.883,0.65,0.0703,0
72,0.635,0.914,0.000671,0
82,0.508,0.72,0.00379,0
87,0.583,0.572,0.493,0
53,0.613,0.755,0.175,0
72,0.655,0.86,0.00834,0
95,0.68,0.559,0.0236,0
71,0.708,0.419,0.602,0
68,0.545,0.169,0.921,0
3,0.586,0.465,0.437,0
24,0.59,0.722,0.0509,0
34,0.814,0.746,0.328,0
14,0.897,0.955,0.0107,0
25,0.425,0.754,0.00559,0
60,0.44,0.772,0.0158,0
49,0.338,0.846,0.0953,0
36,0.714,0.713,0.516,0
60,0.655,0.138,0.925,0
25,0.59,0.56,0.488,0
17,0.694,0.394,0.499,0
42,0.846,0.996,0.00283,0
9,0.309,0.4,0.0798,1
57,0.396,0.462,0.299,0
50,0.646,0.639,0.0412,0
44,0.448,0.59,0.658,1
13,0.763,0.76,0.282,0
77,0.712,0.902,0.0484,1
64,0.546,0.669,0.495,1
47,0.433,0.955,0.0101,0
4,0.843,0.431,0.59,0
64,0.688,0.838,0.0232,0
52,0.432,0.363,0.584,0
77,0.646,0.57,0.388,0
38,0.74,0.574,0.124,0
52,0.692,0.821,0.333,0
29,0.297,0.194,0.726,1
58,0.526,0.925,0.0213,0
43,0.884,0.789,0.0016,0
61,0.377,0.626,0.792,0
77,0.705,0.926,0.0805,0
61,0.815,0.643,0.0668,0
30,0.654,0.916,0.0479,0
45,0.623,0.923,0.019,0
57,0.491,0.858,0.000466,1
67,0.248,0.75,0.318,0
48,0.349,0.977,0.293,0
79,0.845,0.709,0.0233,0
82,0.877,0.617,0.0152,0
94,0.703,0.684,0.0143,0
48,0.49,0.733,0.000563,0
75,0.61,0.683,0.00382,0
60,0.343,0.273,0.94,1
74,0.728,0.842,0.249,0
57,0.648,0.733,0.0175,0
44,0.695,0.349,0.864,0
38,0.661,0.46,0.0462,0
74,0.267,0.756,0.104,0
45,0.591,0.942,0.472,0
78,0.438,0.589,0.25,0
67,0.57,0.106,0.996,1
2,0.404,0.886,6.54e-05,0
50,0.839,0.73,0.0477,0
60,0.708,0.752,0.267,0
42,0.806,0.726,0.0332,0
74,0.657,0.932,0.0551,0
77,0.857,0.468,0.00414,0
71,0.978,0.787,0.0023,0
53,0.76,0.164,0.178,0
72,0.751,0.708,0.0481,0
81,0.759,0.498,0.223,0
33,0.704,0.57,9.12e-05,0
81,0.542,0.905,0.00172,0
15,0.884,0.346,0.0151,0
78,0.786,0.853,0.0688,0
55,0.804,0.825,0.0206,0
80,0.484,0.731,0.431,0
60,0.654,0.72,0.69,0
0,0.453,0.859,0.372,1
71,0.413,0.725,0.369,0
49,0.578,0.774,0.548,0
66,0.464,0.759,0.0691,0
46,0.404,0.933,1.32e-05,1
32,0.425,0.291,0.822,0
55,0.779,0.737,0.566,0
47,0.893,0.515,0.101,0
55,0.771,0.703,0.0134,0
87,0.609,0.726,0.000269,0
40,0.751,0.92,0.0498,0
17,0.592,0.588,0.448,0
76,0.648,0.357,0.372,0
41,0.652,0.513,0.776,0
24,0.739,0.638,0.121,0
47,0.604,0.724,0.0693,0
57,0.679,0.657,0.388,0
39,0.515,0.792,0.218,0
49,0.49,0.756,0.0999,0
59,0.472,0.357,0.661,1
64,0.71,0.562,0.125,0
34,0.438,0.243,0.723,0
68,0.528,0.447,0.715,0
73,0.807,0.832,0.122,0
25,0.711,0.682,0.674,0
67,0.668,0.493,0.229,0
65,0.955,0.483,0.295,0
57,0.594,0.83,0.396,0
51,0.634,0.904,0.0773,0
6,0.692,0.686,0.00197,0
69,0.854,0.642,0.127,0
49,0.406,0.0766,0.857,1
76,0.929,0.723,0.0672,0
63,0.498,0.745,0.669,0
71,0.736,0.756,0.466,0
27,0.586,0.508,0.853,0
52,0.524,0.533,0.429,0
63,0.535,0.589,0.276,0
59,0.399,0.371,0.486,0
54,0.805,0.514,0.587,0
65,0.611,0.33,0.862,0
78,0.796,0.541,0.0886,0
53,0.608,0.18,0.886,1
47,0.716,0.552,0.459,0
76,0.502,0.815,0.232,0
72,0.524,0.874,0.024,0
82,0.628,0.652,0.403,0
45,0.709,0.683,0.00381,0
64,0.537,0.943,1.94e-05,0
1,0.667,0.854,0.0105,0
61,0.714,0.74,0.00415,1
50,0.593,0.803,0.0231,0
72,0.866,0.347,0.291,0
57,0.518,0.545,0.274,0
65,0.549,0.664,0.316,0
42,0.878,0.793,0.107,0
30,0.545,0.278,0.761,0
67,0.658,0.298,0.682,0
61,0.484,0.59,0.795,0
48,0.35,0.837,0.000144,0
48,0.428,0.562,0.482,1
41,0.844,0.471,0.611,0
71,0.511,0.596,0.53,1
48,0.681,0.796,0.0593,0
22,0.404,0.754,0.481,1
62,0.828,0.521,0.0273,0
62,0.58,0.415,0.69,0
21,0.696,0.788,0.00129,0
46,0.649,0.571,0.524,0
17,0.506,0.502,0.404,0
50,0.603,0.437,0.0153,0
60,0.59,0.659,0.156,1
75,0.646,0.811,0.00461,0
79,0.628,0.73,0.0472,0
19,0.649,0.477,0.0448,0
61,0.762,0.514,0.523,0
95,0.816,0.726,0.099,0
40,0.24,0.919,0.0257,0
26,0.402,0.629,0.479,0
84,0.671,0.59,0.197,0
52,0.479,0.723,0.211,0
80,0.602,0.522,0.386,0
25,0.612,0.57,0.13,0
73,0.467,0.958,0.000479,1
67,0.562,0.756,0.00165,0
53,0.951,0.625,0.0632,0
3,0.491,0.377,0.343,1
92,0.752,0.488,0.297,0
50,0.652,0.37,0.00179,0
68,0.282,0.472,0.0105,0
68,0.671,0.837,0.0387,0
92,0.575,0.761,0.0558,0
27,0.634,0.686,0.00368,0
84,0.762,0.508,0.193,0
54,0.746,0.523,0.0626,0
51,0.944,0.902,0.0391,0
74,0.724,0.474,0.00146,0
66,0.488,0.842,0.0116,0
72,0.648,0.747,0.406,0
41,0.814,0.858,0.0359,0
64,0.689,0.618,0.093,0
75,0.741,0.466,0.558,0
1,0.647,0.918,0.297,0
43,0.622,0.344,0.854,0
28,0.677,0.81,0.00281,0
92,0.752,0.488,0.297,0
47,0.396,0.788,0.0139,0
54,0.594,0.541,0.0151,0
48,0.67,0.564,0.673,0
42,0.566,0.664,0.634,0
5,0.581,0.278,0.923,0
51,0.381,0.318,0.396,0
50,0.794,0.604,0.0237,0
85,0.866,0.859,0.138,0
51,0.417,0.579,0.404,0
38,0.635,0.874,0.264,1
62,0.679,0.403,0.549,0
47,0.489,0.776,0.467,0
81,0.502,0.667,2.55e-05,0
52,0.79,0.769,0.14,0
87,0.691,0.911,0.254,0
77,0.806,0.881,0.0149,0
57,0.719,0.855,0.384,0
57,0.733,0.854,0.247,0
63,0.517,0.942,0.388,0
8,0.538,0.857,0.00773,0
63,0.331,0.427,0.498,0
53,0.428,0.55,0.00121,0
54,0.639,0.677,0.328,0
12,0.653,0.146,0.895,0
81,0.716,0.729,0.0991,0
60,0.715,0.252,0.68,0
60,0.682,0.948,0.0188,0
57,0.486,0.599,0.767,1
83,0.594,0.862,0.0156,0
50,0.429,0.808,0.000209,0
61,0.756,0.716,0.0123,0
56,0.565,0.988,0.00664,0
31,0.715,0.447,0.00215,0
63,0.53,0.943,0.0186,0
65,0.686,0.857,0.00604,0
43,0.381,0.807,0.00799,0
48,0.859,0.152,0.734,0
63,0.618,0.882,0.00861,0
22,0.663,0.913,0.11,0
37,0.964,0.697,0.11,0
65,0.671,0.965,0.0136,0
47,0.548,0.438,0.81,1
57,0.793,0.499,0.131,1
70,0.417,0.673,0.457,0
61,0.626,0.946,0.0523,0
2,0.652,0.517,0.00545,0
55,0.54,0.677,0.368,0
75,0.583,0.584,0.254,0
48,0.603,0.717,0.322,0
56,0.768,0.524,0.0195,1
27,0.87,0.847,0.534,0
54,0.629,0.628,0.277,0
0,0.656,0.542,0.0484,0
63,0.583,0.979,0.00141,1
31,0.849,0.699,0.185,0
1,0.552,0.873,9.43e-05,0
55,0.705,0.371,0.163,0
62,0.59,0.306,0.328,0
24,0.838,0.368,0.061,1
47,0.441,0.569,0.913,1
65,0.837,0.649,0.149,0
96,0.749,0.28,0.943,0
55,0.468,0.743,0.00819,0
65,0.449,0.577,0.906,0
67,0.625,0.85,0.346,0
23,0.636,0.102,0.862,0
52,0.71,0.407,0.0607,0
83,0.815,0.816,0.0641,0
53,0.556,0.389,0.721,1
6,0.464,0.839,0.0112,0
84,0.641,0.492,0.0771,0
36,0.653,0.492,0.00626,1
26,0.549,0.527,0.0776,0
45,0.478,0.482,0.502,0
61,0.692,0.752,0.671,0
58,0.866,0.732,0.303,0
22,0.219,0.952,5.1e-05,0
73,0.427,0.918,0.344,0
64,0.633,0.185,0.945,0
51,0.719,0.682,0.149,0
79,0.726,0.479,0.633,0
54,0.52,0.948,4.36e-05,0
68,0.694,0.577,0.57,0
45,0.558,0.729,0.000963,0
70,0.693,0.875,0.00971,0
20,0.795,0.706,0.0172,0
54,0.737,0.135,0.238,0
78,0.3,0.562,0.086,0
9,0.546,0.895,0.0819,0
49,0.559,0.549,0.251,0
74,0.8,0.894,0.0108,1
69,0.56,0.963,0.000738,0
74,0.815,0.626,0.267,0
58,0.377,0.971,0.00159,0
74,0.445,0.706,0.121,0
1,0.624,0.994,0.000176,0
92,0.717,0.745,0.354,0
0,0.641,0.684,0.235,0
86,0.698,0.629,0.0107,0
47,0.44,0.236,0.424,1
70,0.595,0.723,0.047,0
56,0.76,0.936,0.0914,1
2,0.634,0.981,0.242,0
4,0.46,0.974,0.0537,0
72,0.504,0.727,0.225,0
47,0.574,0.401,0.546,1
75,0.669,0.761,0.0117,0
49,0.323,0.235,0.91,0
63,0.489,0.953,0.485,0
56,0.58,0.844,0.0125,0
4,0.404,0.982,0.0647,0
49,0.759,0.782,0.162,0
97,0.694,0.77,0.176,0
58,0.766,0.423,0.00116,0
51,0.453,0.914,0.0306,0
74,0.543,0.428,0.00162,0
58,0.48,0.95,0.0625,1
77,0.675,0.782,0.222,0
68,0.603,0.373,0.449,0
83,0.922,0.54,0.266,0
62,0.354,0.875,0.000294,1
63,0.388,0.595,0.212,0
53,0.899,0.339,0.227,0
61,0.7,0.763,0.353,0
73,0.404,0.598,0.389,0
92,0.575,0.571,0.0558,0
85,0.701,0.675,0.235,0
48,0.625,0.885,0.371,0
23,0.765,0.294,0.977,0
33,0.886,0.741,0.0348,0
63,0.432,0.946,0.00193,0
36,0.759,0.603,0.733,0
40,0.69,0.796,0.0741,0
70,0.69,0.805,0.00602,1
69,0.642,0.509,0.0856,0
72,0.626,0.387,0.156,0
51,0.729,0.557,0.267,0
53,0.386,0.916,0.105,0
52,0.594,0.153,0.818,1
71,0.9,0.894,0.0824,0
54,0.513,0.149,0.748,0
23,0.486,0.791,0.0243,0
77,0.278,0.676,0.000423,0
45,0.383,0.772,0.581,0
43,0.846,0.884,0.00138,1
51,0.824,0.633,0.306,0
29,0.734,0.798,0.29,0
66,0.552,0.742,0.0771,0
95,0.635,0.902,0.172,0
50,0.723,0.244,0.902,1
65,0.542,0.565,0.048,0
61,0.687,0.677,0.694,0
64,0.408,0.0811,0.949,0
58,0.498,0.908,0.167,0
72,0.583,0.602,0.368,0
71,0.894,0.714,0.0408,0
51,0.814,0.427,0.0952,0
70,0.499,0.873,0.00468,0
58,0.401,0.0427,0.995,0
68,0.862,0.799,0.00722,0
71,0.515,0.422,0.689,0
29,0.818,0.659,0.232,0
72,0.799,0.373,0.259,0
78,0.451,0.478,0.155,1
91,0.765,0.704,0.0215,0
49,0.733,0.67,0.0635,0
61,0.661,0.646,0.281,0
55,0.568,0.655,0.194,0
72,0.299,0.443,0.0748,0
47,0.729,0.587,0.328,0
51,0.741,0.731,0.0656,0
63,0.381,0.984,0.127,0
74,0.835,0.756,0.0523,0
1,0.502,0.767,0.00696,0
17,0.912,0.534,0.00295,1
76,0.83,0.577,0.00294,0
72,0.611,0.583,0.171,0
52,0.698,0.875,0.00557,0
35,0.633,0.853,0.0369,0
20,0.49,0.568,0.661,1
74,0.829,0.695,0.000956,1
94,0.568,0.763,0.0211,0
95,0.717,0.594,0.216,0
85,0.757,0.849,0.173,0
20,0.813,0.498,0.128,0
37,0.338,0.794,0.0181,1
13,0.542,0.861,0.00514,0
54,0.52,0.0342,0.686,1
46,0.711,0.4,0.0341,0
77,0.662,0.533,0.439,0
62,0.403,0.0791,0.983,1
75,0.421,0.791,0.0485,0
70,0.643,0.46,0.177,1
60,0.514,0.0684,0.986,1
59,0.595,0.887,0.00198,0
46,0.673,0.726,0.366,0
55,0.646,0.956,0.141,0
0,0.691,0.779,0.000136,0
41,0.444,0.904,0.069,0
89,0.825,0.652,0.0771,0
59,0.592,0.711,0.263,0
0,0.651,0.573,0.648,0
66,0.704,0.656,0.541,0
71,0.453,0.61,0.00854,0
69,0.676,0.198,0.943,0
53,0.478,0.86,0.111,0
57,0.853,0.346,0.559,0
98,0.781,0.768,0.0119,0
70,0.588,0.72,0.186,0
27,0.678,0.496,0.596,0
29,0.558,0.733,0.49,0
10,0.567,0.973,0.0382,0
44,0.544,0.782,0.27,0
74,0.863,0.719,0.132,0
70,0.852,0.717,0.274,0
81,0.759,0.498,0.223,0
70,0.68,0.867,0.0158,0
56,0.958,0.837,0.104,0
82,0.888,0.515,0.149,0
24,0.73,0.225,0.23,0
77,0.654,0.134,0.686,0
20,0.645,0.734,0.399,0
49,0.465,0.582,0.207,0
20,0.619,0.626,0.00406,1
57,0.442,0.7,0.127,0
49,0.711,0.987,0.0702,0
52,0.66,0.153,0.895,0
88,0.743,0.87,0.0595,0
31,0.51,0.65,0.413,1
74,0.862,0.678,0.0472,0
75,0.606,0.539,0.713,0
43,0.724,0.667,1.96e-05,0
73,0.828,0.495,0.125,0
20,0.724,0.39,0.859,0
10,0.958,0.525,0.0856,0
75,0.769,0.807,0.0515,0
57,0.748,0.779,0.388,0
66,0.71,0.951,0.00157,0
40,0.694,0.726,0.12,0
61,0.656,0.799,0.00136,1
60,0.652,0.911,0.164,0
77,0.707,0.741,0.0538,0
73,0.634,0.849,0.0125,0
74,0.818,0.752,0.176,0
83,0.638,0.508,0.00574,0
65,0.406,0.538,0.0999,0
56,0.326,0.916,3.4e-05,1
51,0.531,0.99,0.00417,0
47,0.738,0.663,0.0927,0
44,0.646,0.415,0.102,0
37,0.81,0.368,0.788,0
49,0.847,0.674,0.26,0
75,0.389,0.476,0.619,0
54,0.538,0.977,0.00149,0
59,0.593,0.872,0.35,1
7,0.747,0.878,0.0533,0
43,0.875,0.583,0.0766,0
90,0.585,0.709,0.409,0
40,0.757,0.466,0.112,0
73,0.376,0.211,0.797,0
65,0.749,0.61,0.199,0
59,0.602,0.97,0.011,0
45,0.86,0.488,0.538,0
80,0.767,0.538,0.00579,0
60,0.42,0.744,0.398,0
38,0.402,0.626,0.143,0
71,0.576,0.486,0.0606,0
55,0.254,0.0921,0.948,1
54,0.687,0.273,0.596,0
12,0.565,0.257,0.843,0
45,0.67,0.738,0.0665,0
34,0.414,0.739,0.0574,0
84,0.776,0.608,0.117,0
79,0.499,0.824,0.00898,0
72,0.673,0.812,0.0433,0
55,0.546,0.865,0.113,0
20,0.618,0.54,0.654,0
22,0.333,0.0703,0.939,1
30,0.724,0.993,0.0997,0
37,0.662,0.876,0.392,0
94,0.602,0.663,0.676,0
45,0.612,0.56,0.00479,0
22,0.299,0.818,0.0589,0
88,0.63,0.721,0.283,0
60,0.457,0.794,0.000384,0
90,0.845,0.663,0.614,0
45,0.556,0.56,0.13,0
44,0.566,0.485,0.645,1
57,0.379,0.478,0.259,0
71,0.429,0.521,0.719,0
77,0.439,0.434,0.0783,0
75,0.821,0.57,0.00116,1
68,0.598,0.757,0.136,0
37,0.523,0.442,0.277,0
61,0.853,0.417,0.174,0
60,0.504,0.577,0.0368,1
63,0.866,0.42,0.102,0
60,0.962,0.683,0.00122,1
33,0.571,0.653,0.332,0
52,0.833,0.302,0.689,0
0,0.792,0.952,0.000535,1
20,0.846,0.629,0.133,0
39,0.814,0.351,0.0111,1
46,0.565,0.876,0.193,0
47,0.832,0.579,0.093,0
85,0.701,0.512,0.061,0
73,0.425,0.796,0.00411,0
66,0.611,0.42,0.0846,0
87,0.697,0.929,0.0372,0
79,0.541,0.522,0.229,0
15,0.539,0.546,0.674,0
88,0.902,0.536,0.0414,0
80,0.741,0.728,0.068,0
82,0.391,0.515,0.247,0
26,0.416,0.54,0.622,0
41,0.625,0.342,0.74,0
67,0.552,0.637,0.0238,0
12,0.621,0.831,0.000862,0
50,0.239,0.352,0.804,0
52,0.508,0.755,0.017,0
0,0.619,0.702,0.22,0
88,0.742,0.541,0.568,0
31,0.851,0.86,0.12,0
36,0.425,0.945,0.0134,0
64,0.524,0.517,0.146,0
66,0.56,0.869,0.114,0
30,0.529,0.848,0.000883,0
84,0.778,0.824,0.00198,0
58,0.847,0.703,0.355,0
47,0.708,0.681,0.0152,0
4,0.716,0.441,0.855,0
7,0.707,0.264,0.701,0
77,0.732,0.729,0.213,0
47,0.907,0.597,0.0741,0
74,0.878,0.884,0.282,0
92,0.574,0.488,0.342,0
51,0.716,0.838,0.224,0
71,0.483,0.673,0.0422,0
0,0.479,0.677,0.152,0
4,0.264,0.621,0.333,0
56,0.846,0.684,0.0351,0
37,0.791,0.96,0.0186,1
54,0.344,0.432,0.848,1
76,0.686,0.719,0.111,0
63,0.398,0.978,0.000291,0
61,0.695,0.497,0.00669,0
60,0.59,0.659,0.104,0
70,0.482,0.946,0.00251,0
45,0.436,0.728,0.0463,0
56,0.701,0.758,0.004,0
31,0.732,0.605,0.0632,0
44,0.812,0.841,0.122,0
91,0.797,0.533,0.0172,0
10,0.535,0.932,0.000671,0
45,0.607,0.581,0.527,0
32,0.752,0.15,0.845,1
49,0.355,0.432,0.128,0
35,0.724,0.288,0.634,0
59,0.616,0.893,0.0521,0
29,0.694,0.514,0.0914,1
17,0.566,0.89,0.368,0
43,0.849,0.798,0.00185,0
77,0.688,0.826,0.461,0
6,0.438,0.806,0.000575,0
61,0.707,0.861,0.0151,0
53,0.65,0.921,0.000103,1
71,0.434,0.637,0.0323,0
54,0.699,0.702,0.000319,0
43,0.662,0.909,0.0142,0
73,0.76,0.776,0.0144,0
59,0.373,0.61,0.021,0
4,0.4,0.66,0.0155,0
42,0.454,0.945,0.000363,1
40,0.879,0.388,0.528,0
36,0.566,0.647,0.0707,0
75,0.858,0.72,0.0194,0
38,0.626,0.565,0.34,0
68,0.633,0.854,0.0382,0
6,0.514,0.34,0.672,0
62,0.543,0.55,0.598,1
69,0.618,0.604,0.697,0
43,0.487,0.964,0.000329,0
71,0.656,0.63,0.0796,0
1,0.733,0.689,0.0984,0
59,0.754,0.849,0.395,0
32,0.556,0.829,0.105,0
45,0.745,0.265,0.499,0
46,0.343,0.653,0.078,0
73,0.285,0.694,0.511,0
54,0.556,0.916,0.42,0
51,0.457,0.602,0.59,1
28,0.717,0.604,0.766,0
58,0.502,0.681,0.016,1
43,0.634,0.717,0.759,0
57,0.617,0.861,0.0865,0
19,0.941,0.634,0.0158,0
58,0.6,0.633,0.123,0
57,0.551,0.922,0.000342,0
81,0.581,0.887,0.178,0
25,0.711,0.576,0.596,0
55,0.63,0.929,0.00877,0
59,0.73,0.836,0.00109,0
63,0.58,0.782,0.544,0
18,0.862,0.485,0.0792,1
52,0.465,0.885,0.119,0
66,0.71,0.826,0.0808,0
66,0.784,0.813,0.447,1
80,0.664,0.664,0.0427,0
2,0.55,0.941,0.00739,0
94,0.588,0.67,0.0104,0
57,0.638,0.661,0.0393,0
58,0.614,0.864,0.0131,0
1,0.715,0.731,0.566,0
59,0.622,0.949,0.00444,0
79,0.72,0.802,0.0921,0
70,0.705,0.826,0.414,0
64,0.594,0.776,0.0256,0
65,0.525,0.72,0.176,0
64,0.594,0.361,0.0667,0
39,0.586,0.726,0.00327,0
32,0.555,0.265,0.411,0
75,0.653,0.412,0.666,0
33,0.796,0.869,0.0465,0
74,0.951,0.53,0.115,1
73,0.601,0.9,0.112,0
68,0.815,0.752,0.0207,0
68,0.364,0.558,0.722,0
63,0.686,0.877,0.00254,0
7,0.441,0.961,0.000407,0
7,0.521,0.752,0.0191,0
48,0.565,0.232,0.872,0
52,0.439,0.971,0.000985,0
53,0.623,0.94,0.00404,0
87,0.697,0.683,0.303,0
29,0.543,0.715,0.0192,0
7,0.391,0.443,0.0654,0
54,0.78,0.864,0.0384,1
24,0.433,0.556,0.00162,1
73,0.673,0.781,0.254,0
58,0.687,0.225,0.922,1
52,0.981,0.504,0.299,0
36,0.695,0.451,0.0343,0
59,0.543,0.58,0.0696,0
82,0.638,0.8,0.372,0
71,0.833,0.836,0.0581,0
72,0.629,0.208,0.824,0
62,0.432,0.753,0.00129,0
62,0.418,0.907,0.115,0
49,0.728,0.859,0.0461,0
73,0.818,0.768,0.00107,0
12,0.593,0.59,0.415,0
74,0.508,0.125,0.995,1
56,0.526,0.949,0.0039,1
71,0.91,0.401,0.0302,0
60,0.73,0.681,0.0558,0
43,0.792,0.798,0.793,0
29,0.762,0.868,0.00835,1
72,0.753,0.829,0.288,0
61,0.653,0.525,0.57,0
71,0.741,0.894,0.0824,0
3,0.735,0.85,0.129,0
65,0.712,0.759,0.0017,0
96,0.74,0.431,0.258,0
39,0.741,0.697,0.0664,0
46,0.768,0.774,0.397,0
25,0.536,0.869,0.000732,0
70,0.658,0.937,0.135,0
91,0.765,0.868,0.0215,0
66,0.757,0.501,0.541,0
100,0.687,0.724,0.191,0
68,0.661,0.97,1.29e-05,0
68,0.644,0.839,0.00402,1
39,0.964,0.593,0.371,0
65,0.64,0.65,0.016,0
59,0.599,0.816,0.00702,0
77,0.857,0.563,0.332,0
2,0.599,0.925,0.35,0
49,0.586,0.552,0.0494,0
69,0.663,0.682,0.0405,0
44,0.797,0.638,0.226,0
34,0.76,0.541,0.118,1
58,0.725,0.797,0.101,0
54,0.432,0.679,0.124,1
77,0.659,0.902,0.13,0
46,0.714,0.831,0.00509,0
73,0.785,0.617,0.209,0
44,0.604,0.931,0.000423,0
44,0.308,0.205,0.478,0
66,0.728,0.652,0.274,0
33,0.813,0.777,0.0663,0
39,0.473,0.845,0.0796,0
71,0.554,0.764,0.65,0
63,0.489,0.699,0.712,0
77,0.547,0.257,0.907,1
76,0.907,0.746,0.0713,0
60,0.509,0.84,0.0204,0
38,0.452,0.574,0.246,0
65,0.555,0.708,0.246,0
57,0.853,0.583,0.00381,0
70,0.737,0.436,0.724,1
26,0.774,0.775,0.0345,0
64,0.454,0.421,0.464,0
66,0.693,0.879,0.283,0
50,0.394,0.296,0.957,1
65,0.671,0.737,0.0338,0
34,0.433,0.522,0.539,0
59,0.659,0.875,0.0359,0
10,0.574,0.171,0.957,0
62,0.641,0.841,0.339,0
95,0.601,0.63,0.649,0
96,0.553,0.586,0.697,0
60,0.749,0.609,0.111,0
61,0.584,0.488,0.459,0
60,0.606,0.591,0.0756,0
57,0.785,0.823,0.0799,1
39,0.242,0.957,2.66e-05,0
98,0.841,0.798,0.0106,0
0,0.81,0.572,0.00881,0
16,0.614,0.87,0.0472,0
75,0.84,0.564,0.229,0
78,0.755,0.616,0.214,0
47,0.496,0.601,0.0902,1
65,0.693,0.893,0.0829,0
1,0.611,0.992,0.0019,0
32,0.506,0.866,0.0263,0
46,0.71,0.513,0.68,0
63,0.608,0.865,0.00602,0
41,0.747,0.77,0.0874,0
42,0.667,0.959,0.153,0
61,0.671,0.671,0.0663,1
48,0.521,0.431,0.327,1
67,0.341,0.539,0.213,0
72,0.663,0.862,0.011,0
42,0.57,0.301,0.908,1
89,0.769,0.838,0.459,0
41,0.846,0.464,0.747,0
0,0.893,0.634,0.235,0
62,0.52,0.339,0.796,0
35,0.732,0.723,0.334,0
94,0.552,0.912,0.0733,0
40,0.645,0.567,0.496,0
83,0.649,0.548,0.733,0
64,0.779,0.599,0.181,0
47,0.703,0.754,0.399,0
31,0.815,0.808,0.0143,0
39,0.683,0.535,0.0366,0
95,0.739,0.622,0.177,0
82,0.515,0.43,0.0102,0
58,0.706,0.735,0.452,0
62,0.568,0.73,0.452,0
53,0.47,0.629,6.59e-05,1
38,0.222,0.0132,0.996,1
51,0.77,0.668,0.151,0
56,0.486,0.273,0.872,0
52,0.52,0.413,0.569,0
33,0.555,0.477,0.789,0
54,0.573,0.983,0.0128,0
43,0.835,0.848,0.0657,0
56,0.769,0.675,0.000722,0
66,0.551,0.614,0.000652,0
31,0.656,0.931,0.046,0
46,0.735,0.503,0.133,0
65,0.824,0.738,0.0215,0
75,0.869,0.385,0.135,0
76,0.592,0.384,0.882,0
72,0.667,0.478,0.2,0
21,0.706,0.574,0.362,1
28,0.633,0.457,0.534,1
0,0.765,0.649,0.402,0
9,0.878,0.955,0.0981,0
75,0.907,0.752,0.0109,0
68,0.628,0.641,0.332,0
55,0.687,0.531,0.211,0
61,0.369,0.174,0.944,1
43,0.373,0.863,0.0104,0
85,0.744,0.804,0.0231,0
95,0.816,0.853,0.099,0
50,0.705,0.754,0.482,0
70,0.291,0.85,0.0571,0
54,0.782,0.605,0.246,0
64,0.701,0.582,0.104,0
78,0.561,0.765,0.063,0
41,0.539,0.649,0.406,0
98,0.699,0.585,0.261,0
43,0.819,0.714,0.0735,0
14,0.865,0.65,0.0769,0
16,0.694,0.899,0.00897,0
50,0.671,0.81,0.211,0
90,0.645,0.629,0.268,0
68,0.547,0.693,0.284,0
57,0.687,0.601,0.0648,0
50,0.59,0.867,0.0406,1
41,0.663,0.494,0.813,0
77,0.831,0.795,0.221,1
52,0.705,0.574,0.124,0
71,0.723,0.777,0.504,1
16,0.751,0.443,0.385,0
34,0.491,0.851,0.0426,0
80,0.901,0.697,0.145,0
52,0.281,0.411,0.73,1
46,0.759,0.265,0.0759,0
62,0.246,0.768,0.000631,1
63,0.641,0.721,0.413,0
