"ID","liveness","loudness","danceability","song_duration_ms","time_signature","audio_valence","energy","tempo","acousticness","speechiness","key","instrumentalness","audio_mode","song_popularity"
269,0.102,-4.974,0.725,218295,4,0.314,0.839,98.932,0.421,0.0644,6,4.86e-05,1,84
270,0.159,-4.126,0.766,150600,4,0.881,0.822,165.842,0.214,0.16,1,0,0,91
271,0.1,-18.376,0.277,202333,3,0.231,0.0404,134.762,0.992,0.032,9,0.709,1,52
272,0.271,-11.446,0.673,244866,4,0.381,0.573,152.003,0.36,0.42,11,0.317,0,34
273,0.104,-6.41,0.956,198087,4,0.737,0.544,104.011,0.00294,0.0822,1,0,1,72
274,0.128,-7.539,0.429,214826,4,0.16,0.363,174.118,0.338,0.119,0,0.000343,1,51
275,0.0957,-18.354,0.607,290733,3,0.661,0.378,90.338,0.613,0.0363,4,0.0328,1,17
276,0.11,-12.389,0.759,115872,4,0.235,0.212,95.964,0.7,0.171,0,0,0,64
277,0.0471,-3.313,0.641,183173,4,0.784,0.955,150.032,0.0771,0.128,0,7.85e-06,1,20
278,0.0949,-10.315,0.488,238520,4,0.743,0.635,101.042,0.156,0.0404,0,0.0269,1,6
279,0.262,-4.127,0.509,209866,4,0.376,0.752,125.87,0.0334,0.0342,7,0,1,56
280,0.235,-4.464,0.735,172800,4,0.472,0.621,144.078,0.114,0.0576,10,0,0,43
281,0.19,-7.462,0.769,167755,4,0.899,0.718,98.029,0.16,0.169,6,1.72e-06,0,36
282,0.0774,-4.08,0.64,262533,4,0.562,0.854,122.035,0.269,0.0379,10,0,1,83
283,0.455,-6.715,0.573,230712,5,0.232,0.591,86.721,0.0107,0.231,11,0,0,71
284,0.0773,-5.892,0.665,150520,4,0.913,0.844,139.78,0.139,0.0412,2,0.0473,0,41
285,0.219,-10.145,0.614,160403,4,0.243,0.351,129.981,0.892,0.0707,2,1.02e-05,1,46
286,0.0978,-4.162,0.584,224520,4,0.364,0.788,142.027,0.252,0.0718,0,7.59e-06,1,61
287,0.0827,-5.906,0.835,252775,4,0.587,0.626,136.041,0.0589,0.0311,1,0.00121,1,98
288,0.0655,-6.264,0.898,200465,4,0.699,0.456,125.011,0.424,0.111,5,0,1,57
289,0.368,-9.212,0.865,99759,4,0.148,0.338,83.048,0.755,0.219,11,0.000362,0,58
290,0.256,-7.827,0.767,186026,4,0.769,0.661,147.055,0.0531,0.0687,1,0.0322,0,77
291,0.109,-1.935,0.611,222546,4,0.522,0.981,115.97,0.000253,0.0516,7,0.0155,1,55
292,0.087,-2.887,0.642,182400,4,0.613,0.933,85.819,0.0657,0.0299,11,1.04e-05,0,67
293,0.116,-9.617,0.534,188664,4,0.701,0.445,156.01,0.0483,0.0351,7,7.25e-05,1,38
294,0.0941,-11.173,0.914,217846,4,0.501,0.467,130.006,0.178,0.0935,7,2.07e-05,1,65
295,0.0707,-4.785,0.863,178080,4,0.698,0.584,149.986,0.286,0.0536,11,0,0,65
296,0.193,-13.591,0.716,148093,4,0.411,0.115,96.671,0.589,0.0274,7,4.47e-06,1,0
297,0.195,-5.191,0.786,148040,4,0.574,0.612,93.974,0.723,0.0331,2,0,1,69
298,0.0883,-5.946,0.684,196214,4,0.702,0.816,121.993,0.0181,0.0322,10,0,0,81
299,0.099,-11.351,0.554,169706,4,0.902,0.368,143.693,0.814,0.0352,9,0,1,28
300,0.558,-13.377,0.759,448235,4,0.24,0.461,127.067,0.0312,0.291,10,0.643,0,37
301,0.565,-9.809,0.315,183200,4,0.0582,0.728,132.051,0.00022,0.0511,4,0.89,0,4
302,0.0826,-4.422,0.417,194323,4,0.0784,0.642,165.984,0.00197,0.0659,2,0,1,64
303,0.716,-1.845,0.783,184279,4,0.747,0.901,127.592,0.206,0.218,5,0,0,55
304,0.0928,-10.106,0.453,270333,4,0.722,0.811,151.362,0.267,0.0366,9,0,1,37
305,0.206,-15.056,0.759,198000,4,0.144,0.471,134.168,0.404,0.0471,6,0.00821,0,0
306,0.102,-9.455,0.63,240341,4,0.271,0.214,124.982,0.924,0.0301,9,2.65e-05,0,61
307,0.0873,-10.742,0.619,299440,4,0.577,0.584,94.973,0.0154,0.0255,8,2.47e-05,0,56
308,0.0964,-3.419,0.742,198893,4,0.978,0.725,117.007,0.333,0.0329,0,7.51e-06,1,73
309,0.235,-9.764,0.451,281596,4,0.21,0.503,193.244,0.0263,0.373,2,1.94e-06,1,49
310,0.231,-10.386,0.572,193400,4,0.323,0.385,105.021,0.371,0.0308,7,0,1,87
311,0.0954,-7.907,0.722,183609,4,0.793,0.84,126.97,0.00807,0.041,4,0.718,0,22
312,0.0455,-7.587,0.597,168360,4,0.377,0.597,75.422,0.541,0.0346,0,0.719,1,6
313,0.114,-9.05,0.633,208240,4,0.225,0.501,79.079,0.349,0.0268,9,0,1,52
314,0.34,-8.322,0.538,94205,3,0.328,0.579,70.826,0.511,0.0269,0,0.929,1,60
315,0.535,-2.82,0.658,206718,4,0.193,0.977,128.012,0.048,0.0934,5,4.1e-05,0,33
316,0.0679,-5.946,0.773,269186,4,0.599,0.819,92.99,0.426,0.118,0,0,0,82
317,0.113,-10.995,0.546,232853,4,0.321,0.376,103.851,0.865,0.0307,2,0.000121,1,71
318,0.236,-6.285,0.895,286160,4,0.734,0.774,107.654,0.0307,0.224,6,0,0,45
319,0.126,-11.719,0.345,336613,4,0.147,0.304,147.989,0.943,0.0302,1,0.303,1,72
320,0.0993,-6.891,0.785,190877,4,0.47,0.965,151.027,0.0064,0.315,0,0,1,19
321,0.0757,-9.448,0.519,231760,4,0.714,0.515,80.329,0.61,0.031,7,0,1,67
322,0.108,-3.168,0.749,256959,4,0.68,0.907,124.958,0.141,0.0638,6,0,1,74
323,0.0911,-6.222,0.841,187185,4,0.856,0.743,122.984,0.00474,0.143,0,0.0121,0,69
324,0.0695,-7.911,0.865,193846,4,0.644,0.571,100.98,0.0051,0.0841,1,0.00853,1,38
325,0.142,-6.61,0.841,255608,4,0.881,0.644,108.003,0.594,0.054,9,0.00402,0,70
326,0.0962,-5.964,0.736,175466,4,0.514,0.512,180.293,0.71,0.183,6,0,0,77
327,0.106,-7.258,0.653,223503,4,0.595,0.666,112.956,0.0162,0.134,10,0,1,77
328,0.138,-11.974,0.388,403186,3,0.172,0.609,120.005,0.385,0.0402,2,0.403,1,57
329,0.35,-4.004,0.755,276813,4,0.778,0.924,103.206,0.0652,0.147,11,0,0,26
330,0.137,-4.405,0.706,232946,4,0.545,0.847,124.906,0.106,0.0548,8,0.0888,0,54
331,0.0601,-8.384,0.659,343360,4,0.418,0.605,147.736,0.0589,0.0837,0,0.0105,1,58
332,0.102,-22.608,0.267,227874,4,0.272,0.0213,57.178,0.987,0.0497,5,0.919,1,68
333,0.355,-3.517,0.507,283493,4,0.552,0.99,135.053,2.28e-05,0.0725,0,0,0,48
334,0.115,-15.399,0.264,371320,4,0.0499,0.122,148.658,0.948,0.062,9,0.349,1,72
335,0.364,-6.542,0.236,244813,4,0.259,0.823,175.38,0.699,0.0863,4,0.482,1,42
336,0.0911,-6.211,0.511,191841,4,0.853,0.779,100.069,0.386,0.0831,5,0,1,37
337,0.196,-5.87,0.623,182989,4,0.186,0.829,116.271,0.0204,0.0514,11,0.77,0,40
338,0.181,-8.103,0.734,238000,4,0.961,0.744,113.993,0.733,0.0391,9,0,1,23
339,0.125,-10.788,0.761,202126,4,0.222,0.476,75.993,0.00432,0.0346,6,0.347,1,24
340,0.0222,-5.211,0.684,196214,4,0.702,0.816,121.993,0.00436,0.0322,10,0,1,81
341,0.0855,-12.631,0.749,216373,4,0.876,0.883,153.831,0.0207,0.0705,1,0.763,1,29
342,0.22,-7.909,0.598,179447,4,0.214,0.661,126.015,0.097,0.0736,7,0,0,31
343,0.154,-3.458,0.813,234133,4,0.677,0.836,100.491,0.178,0.0881,7,6.63e-05,1,20
344,0.544,-8.281,0.773,117306,4,0.707,0.351,103.861,0.836,0.0963,6,2.42e-05,1,76
345,0.147,-4.946,0.865,205120,4,0.755,0.844,122.777,0.0582,0.311,1,0.179,1,63
346,0.0885,-21.218,0.563,282044,4,0.315,0.19,74.081,0.851,0.0346,0,8.28e-05,1,49
347,0.198,-5.781,0.721,199387,4,0.493,0.902,139.876,0.138,0.198,1,0,1,31
348,0.104,-7.621,0.925,197436,4,0.419,0.505,91.97,0.282,0.253,9,2.8e-06,1,88
349,0.116,-10.659,0.594,223636,4,0.419,0.467,176.279,0.601,0.33,10,0,0,43
350,0.297,-3.886,0.257,308666,4,0.294,0.927,150.818,0.137,0.0411,7,2.1e-06,1,67
351,0.133,-5.756,0.474,195986,4,0.503,0.594,86.131,0.0292,0.0289,11,0,1,80
352,0.779,-7.242,0.887,130293,4,0.97,0.725,145.123,0.53,0.357,1,0,1,4
353,0.571,-17.117,0.765,273000,4,0.506,0.29,92.409,0.0279,0.0466,2,1.02e-06,1,72
354,0.0906,-7.916,0.746,243252,4,0.272,0.496,134.953,0.000837,0.031,0,0,0,52
355,0.15,-9.926,0.707,292573,4,0.888,0.672,105.02,0.0326,0.229,6,0,0,1
356,0.0551,-10.469,0.666,196010,4,0.424,0.389,80.109,0.045,0.362,11,0,1,33
357,0.123,-6.091,0.775,188013,4,0.273,0.823,130.041,0.000954,0.271,1,0,0,76
358,0.0751,-4.7,0.563,169996,4,0.954,0.824,204.241,0.263,0.0342,8,0,1,59
359,0.752,-8.091,0.754,225173,4,0.784,0.578,93.77,0.137,0.26,4,0,1,71
360,0.113,-6.077,0.625,167911,4,0.312,0.617,124.021,0.179,0.0548,8,4.37e-05,1,70
361,0.104,-10.669,0.724,162185,4,0.33,0.306,72.952,0.857,0.0321,2,0,1,64
362,0.121,-11.49,0.523,260066,4,0.106,0.438,126.028,0.867,0.0356,0,0.0723,0,68
363,0.0855,-3.922,0.604,219906,4,0.389,0.859,139.931,0.0323,0.282,4,0,0,84
364,0.0606,-6.046,0.61,210133,4,0.819,0.824,107.942,0.0136,0.0534,4,4.34e-06,1,64
365,0.386,-3.858,0.478,177280,4,0.703,0.915,154.955,0.00584,0.0389,8,0,1,68
366,0.074,-6.414,0.827,194363,4,0.5,0.805,100.037,0.0291,0.0481,1,0.000221,1,59
367,0.088,-3.965,0.601,239600,4,0.552,0.678,128.262,0.112,0.0314,2,0.00209,1,73
368,0.313,-4.438,0.824,193320,4,0.809,0.866,135.413,0.00632,0.0523,0,0,1,33
369,0.167,-12.103,0.267,208397,4,0.314,0.356,92.272,0.773,0.0317,8,0.0777,1,59
370,0.116,-8.266,0.619,216293,3,0.636,0.389,88.859,0.929,0.0515,7,0.798,0,28
371,0.143,-4.862,0.803,221640,4,0.264,0.781,80.028,0.00757,0.523,1,0.00044,0,7
372,0.342,-6.563,0.446,247976,3,0.504,0.518,120.644,0.874,0.0656,8,5.47e-06,1,62
373,0.125,-18.42,0.208,202546,4,0.249,0.134,170.241,0.992,0.0307,3,0.225,0,62
374,0.12,-11.692,0.447,330800,4,0.531,0.741,126.042,0.0634,0.201,7,0.00155,1,46
375,0.117,-7.19,0.662,213000,4,0.11,0.437,126.059,0.0271,0.0447,9,0.0511,1,71
376,0.118,-13.243,0.48,228252,4,0.317,0.531,75.055,0.0191,0.0281,7,0.894,1,40
377,0.317,-6.533,0.248,274532,4,0.245,0.826,169.784,0.145,0.0301,2,0.0291,1,70
378,0.118,-8.573,0.666,231440,4,0.559,0.786,172.942,0.2,0.0632,10,0.000218,1,68
379,0.14,-5.969,0.433,160840,4,0.54,0.831,82.998,0.00148,0.0296,6,0.00107,1,62
380,0.487,-8.353,0.85,221797,4,0.429,0.476,129.833,0.467,0.273,1,0,0,51
381,0.0748,-6.995,0.806,187402,4,0.767,0.824,120.016,0.292,0.141,4,4.09e-06,1,52
382,0.0845,-3.191,0.701,239026,4,0.515,0.75,82.531,0.657,0.0388,5,3.13e-06,0,73
383,0.403,-8.008,0.356,249296,3,0.167,0.673,183.985,0.0832,0.172,4,0.000196,0,2
384,0.181,-9.049,0.313,209106,4,0.107,0.426,95.159,0.853,0.0435,8,0.00037,1,69
385,0.102,-9.688,0.596,182573,4,0.0395,0.366,132.404,0.755,0.0573,10,0.00469,1,32
386,0.0498,-6.323,0.392,239506,4,0.897,0.862,110.776,0.00403,0.17,0,0.00864,1,29
387,0.351,-4.793,0.352,201866,4,0.323,0.922,179.795,0.0351,0.0499,9,0,0,47
388,0.428,-5.978,0.63,248382,4,0.597,0.693,171.043,0.41,0.0361,7,0,1,45
389,0.0865,-5.335,0.69,213973,4,0.367,0.613,144.983,0.00425,0.199,5,0,1,28
390,0.0616,-10.106,0.728,160893,4,0.455,0.408,114.145,0.401,0.0639,8,0,1,77
391,0.222,-4.796,0.615,176500,4,0.0695,0.827,126.012,0.00306,0.0327,2,0.862,0,60
392,0.12,-4.342,0.656,188689,4,0.385,0.729,72.418,0.0229,0.205,5,0,1,40
393,0.47,-6.978,0.657,217306,4,0.556,0.872,124.26,0.000149,0.0601,6,0,0,46
394,0.291,-5.493,0.672,215613,4,0.463,0.82,148.844,0.0342,0.0767,0,6.67e-06,1,30
395,0.113,-10.315,0.277,229320,4,0.112,0.586,98.035,0.102,0.0658,9,0.317,0,44
396,0.126,-8.643,0.526,230626,4,0.43,0.162,112.012,0.859,0.029,11,0.0729,1,60
397,0.187,-6.795,0.776,206320,4,0.618,0.688,125.003,0.253,0.237,11,3.12e-05,0,35
398,0.127,-3.475,0.875,272080,3,0.549,0.631,120.002,0.408,0.099,1,0,0,40
399,0.124,-6.623,0.588,120549,4,0.414,0.641,120.056,0.15,0.284,6,0,0,37
400,0.0556,-14.495,0.445,238560,4,0.389,0.137,136.311,0.901,0.0303,11,0.000308,1,52
401,0.114,-10.445,0.486,400333,4,0.22,0.888,147.796,0.000644,0.0623,10,0.349,0,43
402,0.113,-5.646,0.689,180154,4,0.161,0.77,140.079,0.041,0.0485,6,0.173,1,70
403,0.44,-8.053,0.298,341160,4,0.54,0.972,75.592,0.00445,0.0408,2,1.46e-05,1,19
404,0.127,-6.479,0.781,216613,4,0.961,0.645,120.983,0.0434,0.293,1,1.75e-06,1,3
405,0.355,-7.796,0.676,182333,4,0.315,0.481,92.284,0.00395,0.05,10,0,0,48
406,0.0941,-3.472,0.496,128199,4,0.0499,0.785,145.618,0.0328,0.306,7,0,1,6
407,0.136,-10.928,0.777,35920,4,0.349,0.376,112.639,0.826,0.794,8,0,1,12
408,0.171,-7.952,0.452,229360,4,0.946,0.818,124.474,0.135,0.0439,8,2.72e-05,1,65
409,0.0541,-8.635,0.735,298640,4,0.789,0.61,91.951,0.598,0.0439,1,0,1,55
410,0.359,-4.762,0.71,252133,4,0.152,0.789,143.029,0.0842,0.163,9,0,1,52
411,0.0956,-3.455,0.874,172138,4,0.665,0.699,115.656,0.0563,0.0442,1,0,1,62
412,0.528,-6.962,0.9,145603,4,0.399,0.653,112.503,0.0945,0.137,9,0,0,91
413,0.128,-3.886,0.964,218260,4,0.338,0.712,130.017,0.0629,0.33,5,0.000153,1,31
414,0.121,-10.116,0.702,230379,4,0.325,0.548,123.97,0.557,0.046,4,0.000176,0,35
415,0.181,-4.829,0.811,238386,4,0.84,0.691,106.036,0.111,0.0436,2,0.00483,1,60
416,0.0923,-8.926,0.535,204826,4,0.495,0.837,99.935,0.0393,0.245,2,0,0,23
417,0.317,-5.112,0.655,184226,4,0.832,0.782,79.427,0.375,0.185,1,0,1,70
418,0.106,-8.171,0.79,184048,4,0.0381,0.418,86.51,0.878,0.306,5,0.000401,0,52
419,0.135,-3.109,0.469,187026,4,0.841,0.83,92.711,0.594,0.0397,5,2.98e-05,0,27
420,0.318,-3.431,0.229,241466,4,0.544,0.994,156.623,0.000133,0.22,6,0.00548,1,61
421,0.268,-5.352,0.531,190000,4,0.456,0.854,94.419,0.214,0.0391,10,0,1,90
422,0.114,-9.696,0.672,267080,4,0.674,0.389,128.008,0.852,0.0247,3,0.0139,0,47
423,0.0864,-12.725,0.794,199245,4,0.339,0.542,140.063,0.157,0.149,8,0.694,1,60
424,0.0766,-7.435,0.415,466560,4,0.0935,0.456,134.076,0.0644,0.0482,9,0.763,0,55
425,0.153,-7.167,0.627,194264,4,0.174,0.488,170.068,0.292,0.159,10,0.000375,1,56
426,0.631,-5.991,0.742,162466,4,0.813,0.783,105.39,0.0129,0.0457,6,1.54e-06,1,75
427,0.0997,-7.837,0.356,193653,4,0.607,0.872,166.3,0.00417,0.068,0,0.00975,1,71
428,0.0782,-12.275,0.558,234510,4,0.411,0.753,120.016,0.00281,0.0601,4,0.906,0,60
429,0.111,-7.041,0.503,172075,3,0.773,0.867,159.919,0.0021,0.485,11,0,0,45
430,0.157,-5.143,0.642,124853,4,0.887,0.648,165.984,0.0284,0.0575,9,0,1,63
431,0.108,-7.902,0.724,237898,4,0.7,0.672,168.019,0.0067,0.027,6,0.0506,1,72
432,0.114,-9.256,0.671,91750,4,0.686,0.522,144.987,0.595,0.0288,2,0.852,0,55
433,0.559,-5.714,0.6,178120,4,0.598,0.546,104.451,0.0864,0.0691,0,0,1,21
434,0.0771,-5.946,0.843,270506,4,0.615,0.805,94.946,0.142,0.269,4,0,0,78
435,0.136,-5.843,0.517,241910,4,0.374,0.563,145.028,0.354,0.189,10,1.07e-05,0,95
436,0.327,-5.452,0.598,384306,4,0.549,0.732,106.92,0.431,0.0259,5,3.31e-06,1,44
437,0.083,-6.458,0.643,155053,4,0.224,0.66,106.752,0.047,0.101,10,0,0,88
438,0.107,-6.997,0.741,192426,4,0.566,0.757,110.918,0.0426,0.0435,11,0.0112,0,47
439,0.138,-6.753,0.494,202962,4,0.482,0.619,161.993,0.00422,0.458,9,0,1,84
440,0.0568,-11.364,0.302,265906,3,0.309,0.819,131.89,0.644,0.0824,11,0.000416,1,4
441,0.121,-7.932,0.583,208493,4,0.371,0.692,104.991,0.193,0.362,11,0,0,61
442,0.0505,-11.384,0.572,247373,4,0.424,0.409,129.983,0.000292,0.0377,0,0.0431,1,71
443,0.22,-6.364,0.583,229240,4,0.388,0.602,99.794,0.368,0.174,11,0,0,72
444,0.191,-7.284,0.706,221840,4,0.528,0.637,85.819,0.212,0.37,7,0,0,76
445,0.239,-7.719,0.841,207546,4,0.891,0.571,125.032,0.29,0.102,5,0.00033,0,14
446,0.104,-5.328,0.616,230000,4,0.362,0.597,165.508,0.686,0.107,8,1.22e-05,1,68
447,0.0769,-2.924,0.794,204000,4,0.769,0.748,100.039,0.00596,0.0788,8,0,1,25
448,0.0986,-5.034,0.509,232853,4,0.695,0.689,177.679,0.0994,0.245,1,7.31e-05,1,60
449,0.179,-10.484,0.818,224903,4,0.394,0.22,69.751,0.0339,0.0347,9,1e-04,1,82
450,0.0826,-7.126,0.674,320306,4,0.423,0.481,107.926,0.422,0.0721,1,0.00242,0,59
451,0.0745,-4.1,0.647,237920,4,0.819,0.885,97.923,0.0532,0.065,4,0.00022,0,64
452,0.0705,-5.407,0.746,260645,4,0.596,0.511,185.949,0.41,0.0609,10,0.245,0,72
453,0.0651,-4.491,0.374,230373,4,0.301,0.927,79.101,6.2e-05,0.0652,4,0.000177,1,69
454,0.106,-8.976,0.747,215625,4,0.66,0.444,144.138,0.431,0.386,0,1.25e-06,0,63
455,0.183,-4.506,0.716,243333,4,0.858,0.831,159.978,0.543,0.107,8,0,0,41
456,0.234,-11.49,0.682,260066,4,0.329,0.505,89.954,0.758,0.0824,1,0,1,62
457,0.0708,-4.897,0.661,296080,4,0.656,0.908,144.091,0.052,0.039,2,0,1,75
458,0.138,-6.056,0.735,218947,4,0.331,0.521,140.064,0.353,0.091,6,0,0,68
459,0.0521,-5.747,0.404,214226,4,0.206,0.531,97.085,0.0323,0.0515,1,0,0,39
460,0.0784,-9.456,0.643,269597,4,0.503,0.368,113.583,0.823,0.392,0,0,1,26
461,0.0627,-3.683,0.688,191973,4,0.909,0.877,133.263,0.148,0.0427,0,2.36e-06,0,80
462,0.149,-8.864,0.482,295893,4,0.17,0.527,134.799,0.0323,0.059,11,0.00243,1,60
463,0.0698,-6.554,0.801,278386,4,0.805,0.908,123.639,0.000683,0.221,2,0.000655,1,80
464,0.944,-7.2,0.438,273230,1,0.311,0.653,108.36,0.885,0.36,9,0,1,23
465,0.132,-9.538,0.58,206360,4,0.111,0.498,116.271,0.0328,0.0366,1,6.49e-05,1,72
466,0.0822,-8.79,0.532,157106,4,0.715,0.629,96.341,0.0253,0.0415,9,0,1,62
467,0.214,-1.292,0.964,260240,4,0.926,0.605,129.994,0.0668,0.0254,9,7.78e-06,1,66
468,0.546,-6.595,0.663,234240,4,0.611,0.73,107.981,0.0251,0.0235,9,0.405,0,36
469,0.102,-21.88,0.193,214579,4,0.0457,0.0325,120.056,0.923,0.032,7,0.903,1,58
470,0.0775,-12.357,0.761,137960,4,0.883,0.449,161.489,0.145,0.109,0,0,0,44
471,0.599,-2.977,0.874,192213,4,0.332,0.59,126.033,0.0137,0.12,1,0,1,35
472,0.214,-1.809,0.525,154962,4,0.41,0.889,87.833,0.536,0.344,6,0,1,64
473,0.0785,-4,0.759,281826,4,0.944,0.78,157.961,0.0803,0.164,6,0,0,35
474,0.0956,-32.195,0.0855,193120,4,0.038,0.0176,61.941,0.974,0.0546,4,0.944,0,49
475,0.0902,-6.015,0.621,251466,4,0.741,0.944,124.984,0.0112,0.0416,10,0.492,0,36
476,0.223,-16.661,0.676,168040,3,0.436,0.103,120.037,0.995,0.0323,7,0.000102,1,0
477,0.329,-2.761,0.391,210850,4,0.398,0.8,204.003,0.00977,0.0489,2,3.08e-06,1,65
478,0.239,-3.882,0.659,233448,4,0.393,0.899,113.952,0.401,0.0325,7,6.7e-06,1,56
479,0.0539,-3.595,0.703,206701,4,0.589,0.73,128.017,0.189,0.0621,5,1.48e-05,0,52
480,0.317,-3.752,0.439,194280,4,0.317,0.882,138.551,0.541,0.087,5,0,1,46
481,0.0837,-6.219,0.726,235973,4,0.751,0.855,107.02,0.0149,0.0473,1,0,1,68
482,0.0936,-10.368,0.874,167000,4,0.836,0.525,174.16,0.516,0.0632,8,3.45e-06,0,60
483,0.0906,-7.777,0.893,182538,4,0.427,0.67,94.988,0.163,0.318,2,0.745,0,39
484,0.398,-10.653,0.556,239440,4,0.469,0.426,106.029,0.542,0.0278,2,0,1,39
485,0.184,-6.838,0.5,227152,3,0.436,0.421,136.212,0.787,0.0452,11,0,1,45
486,0.295,-8.883,0.692,212586,4,0.498,0.538,92.064,0.317,0.0722,4,0,1,65
487,0.0815,-11.381,0.481,239280,4,0.52,0.392,124.572,0.537,0.0312,6,0.0452,1,66
488,0.16,-8.06,0.919,150043,4,0.365,0.389,94.582,0.0208,0.032,7,4.38e-05,0,34
489,0.112,-4.087,0.529,231173,4,0.858,0.804,149.989,0.135,0.0364,6,0,1,60
490,0.172,-3.98,0.236,255230,4,0.403,0.971,159.001,0.176,0.0987,6,3.87e-05,0,62
491,0.129,-6.547,0.794,200170,4,0.351,0.666,96.662,0.376,0.0335,0,0.000699,1,72
492,0.104,-8.367,0.676,80000,4,0.751,0.497,75.109,0.704,0.113,7,0.886,0,56
493,0.198,-4.516,0.647,189000,4,0.483,0.853,103.846,0.0231,0.0904,8,0,0,81
494,0.0628,-6.908,0.809,319920,4,0.323,0.573,123.961,0.11,0.191,1,0.329,0,37
495,0.167,-6.558,0.679,210925,4,0.827,0.899,141.668,0.105,0.141,7,0.000431,1,40
496,0.108,-5.578,0.385,134466,4,0.902,0.783,176.701,0.286,0.233,9,0,1,70
497,0.12,-6.279,0.719,237626,4,0.786,0.671,130.027,0.0372,0.0336,8,8.21e-06,1,72
498,0.338,-4.055,0.79,184736,4,0.267,0.629,170.023,0.361,0.142,8,7.06e-06,1,86
499,0.0557,-5.361,0.593,244400,4,0.928,0.926,100.011,0.0355,0.0319,10,0.0582,0,64
500,0.215,-7.426,0.245,255133,4,0.105,0.64,127.204,0.131,0.104,9,0.000419,0,15
501,0.111,-8.565,0.674,229360,4,0.405,0.396,88.415,0.342,0.166,1,0.49,0,49
502,0.081,-8.064,0.705,230626,4,0.909,0.657,97.464,0.64,0.0291,9,0.000126,0,29
503,0.088,-5.743,0.726,196880,4,0.311,0.593,144.034,0.0348,0.0766,6,4.87e-05,1,37
504,0.0647,-9.434,0.371,237217,4,0.555,0.586,79.709,0.755,0.0326,8,0,0,30
505,0.664,-5.257,0.641,239959,4,0.893,0.821,115.403,0.0772,0.108,4,0.15,1,8
506,0.116,-4.096,0.552,257266,4,0.926,0.894,74.954,0.0174,0.049,9,1.98e-06,1,67
507,0.0608,-9.648,0.613,295000,4,0.517,0.476,84.938,0.0448,0.0321,0,0,1,58
508,0.152,-4.876,0.652,223506,4,0.915,0.717,90.893,0.243,0.0388,8,0,1,69
509,0.0554,-6.392,0.679,300106,4,0.861,0.73,139.967,0.565,0.27,10,5.33e-06,0,43
510,0.349,-4.499,0.509,264240,4,0.605,0.847,173.927,0.000209,0.0479,8,0.211,1,36
511,0.565,-3.804,0.592,147000,4,0.647,0.867,99.948,0.00658,0.049,10,0,0,52
512,0.646,-12.781,0.524,150438,4,0.176,0.437,150.009,0.67,0.0578,0,0.49,0,39
513,0.23,-3.872,0.689,201204,4,0.941,0.828,144.993,0.02,0.0556,7,2.24e-05,1,37
514,0.114,-11.748,0.336,127520,3,0.265,0.673,173.365,0.735,0.0741,7,0.356,0,27
515,0.101,-10.254,0.719,216764,3,0.476,0.702,140.059,0.229,0.0637,9,0.853,0,37
516,0.269,-7.32,0.738,175399,4,0.601,0.776,113.933,0.244,0.235,7,8.8e-05,1,20
517,0.0952,-20.286,0.468,188800,1,0.383,0.201,94.422,0.915,0.0388,5,8.28e-05,1,72
518,0.123,-1.597,0.559,256766,4,0.411,0.983,144.053,0.0558,0.175,10,0.213,0,18
519,0.402,-1.829,0.511,196776,4,0.649,0.97,160.044,0.000337,0.0531,5,1.4e-05,1,49
520,0.136,-8.181,0.708,263600,4,0.958,0.825,81.524,0.566,0.0427,7,0.0408,0,0
521,0.117,-10.065,0.431,172941,4,0.855,0.669,151.027,0.0208,0.237,2,0.0433,1,70
522,0.188,-6.89,0.603,207072,4,0.229,0.617,136.066,0.0476,0.0881,4,0.468,1,47
523,0.256,-6.671,0.538,243333,4,0.97,0.646,170.22,0.466,0.0395,7,0,0,46
524,0.104,-9.105,0.734,183493,4,0.37,0.415,87.841,0.683,0.125,9,0.000257,0,41
525,0.0906,-6.362,0.621,181760,4,0.212,0.979,152.875,0.0195,0.219,0,0.0951,1,20
526,0.171,-10.381,0.673,219549,4,0.163,0.437,96.032,0.142,0.156,0,0,0,46
527,0.043,-10.962,0.685,158053,4,0.948,0.494,112.982,0.733,0.0677,11,0.00422,1,44
528,0.321,-4.625,0.638,216167,4,0.62,0.889,125.04,0.012,0.0336,10,0.49,0,58
529,0.142,-7.261,0.427,184622,4,0.348,0.766,102.016,0.351,0.097,11,0.000107,0,51
530,0.0725,-11.719,0.394,186186,3,0.228,0.253,136.12,0.196,0.0346,11,0.0139,0,61
531,0.108,-5.988,0.691,250786,4,0.777,0.819,177.827,0.0094,0.369,6,0,1,61
532,0.36,-3.621,0.545,160586,4,0.107,0.842,160.018,0.137,0.217,6,0.00031,1,32
533,0.534,-9.266,0.582,158040,4,0.201,0.362,135.769,0.782,0.119,0,0,1,68
534,0.891,-5.151,0.524,196664,4,0.834,0.916,137.825,0.0111,0.0483,0,0.00182,1,9
535,0.105,-19.668,0.77,218800,4,0.353,0.0221,119.989,0.964,0.0756,7,5.85e-06,1,51
536,0.095,-4.741,0.429,209007,4,0.489,0.715,179.982,0.0572,0.2,0,0.763,1,45
537,0.104,-10.135,0.826,152000,4,0.357,0.184,140.006,0.665,0.0499,1,0,0,61
538,0.252,-9.753,0.488,155053,4,0.576,0.379,91.032,0.794,0.0318,8,1.18e-05,0,23
